Rank;Tier;Username;Join Date;Gold Medals;Silver Medals;Bronze Medals;Points
1179;expert;Gautier;2016;0;3;3;7610
1180;master;Marek Wyborski;2019;1;4;1;7607
1181;expert;Zach Liu;2017;1;1;1;7602
1182;expert;htsbrer;2019;0;2;2;7596
1183;expert;Sunghyun Jun;2020;0;1;4;7596
1184;expert;IgorMuniz;2018;0;4;3;7591
1185;expert;Take;2019;0;2;3;7581
1186;expert;Autumnn;2018;0;3;2;7578
1187;master;Aguiar;2018;1;2;4;7574
1188;expert;HTOM;2020;0;1;1;7566
1189;expert;Yutaka Sawai;2018;0;1;4;7565
1190;expert;Akihiro Yamanihshi;2021;0;0;2;7565
1191;expert;victorasso;2017;0;1;1;7564
1192;expert;Yurii;2019;0;3;3;7564
1193;expert;Dave E;2016;0;3;1;7558
1194;expert;DD;2019;0;0;3;7552
1195;expert;Khubchandani;2017;0;1;5;7550
1196;grandmaster;Stanislav Semenov;2014;28;9;0;7543
1197;expert;Darko Androcec;2019;0;1;5;7538
1198;expert;Maksim Markeev;2020;1;0;1;7532
1199;expert;AmorfEvo;2019;0;0;2;7493
1200;grandmaster;SRK;2013;11;25;19;7491
1201;expert;Ayush Anand;2020;0;2;0;7485
1202;expert;Parker;2015;0;5;2;7481
1203;expert;somnambWl;2017;0;2;1;7468
1204;expert;Andry Rafaralahy;2021;0;1;1;7456
1205;expert;Riad;2020;0;1;1;7454
1206;master;Youngsoo Lee;2018;3;2;5;7442
1207;grandmaster;Gert;2011;9;16;4;7439
1208;expert;wakepon;2021;1;0;1;7438
1209;master;YL;2016;3;4;3;7417
1210;expert;Vlad Vaduva;2020;1;1;3;7412
1211;expert;Tatiana Malygina;2012;0;0;3;7408
1212;expert;Tanishq Gautam;2020;0;0;2;7408
1213;master;jionie;2018;1;7;5;7407
1214;master;(?^?)?;2016;4;3;0;7406
1215;master;Mengfei Li;2017;2;6;5;7403
1216;expert;Tung Shu-Cheng;2017;0;2;1;7401
1217;master;runom;2016;1;3;0;7397
1218;expert;syuuuuu;2018;0;2;3;7397
1219;expert;HuaiDuWu;2017;0;1;3;7389
1220;expert;Maxim Tsygankov;2018;0;6;1;7383
1221;expert;GuiGui;2019;1;0;2;7383
1222;master;tarick.morty;2018;1;2;2;7382
1223;expert;sngyo;2020;1;1;0;7375
1224;master;3sigma;2017;1;4;0;7365
1225;expert;zhh;2020;0;2;5;7365
1226;master;Ching-Loong Seow;2016;1;7;2;7358
1227;expert;Vladislav Bakhteev;2018;0;4;2;7358
1228;master;Evdilos_Ikaria;2013;1;4;9;7357
1229;expert;mrxuehb;2016;0;2;4;7357
1230;expert;Ryoga;2020;0;0;4;7349
1231;expert;yamash73;2021;0;1;2;7340
1232;expert;HONIHITAK;2020;0;2;1;7338
1233;expert;Rauf Yagfarov;2020;0;5;1;7331
1234;expert;SSinyu;2020;0;2;4;7329
1235;expert;yyll008;2018;0;6;4;7328
1236;expert;Akihiro Katsura;2017;0;2;2;7324
1237;expert;Panjtan;2016;0;4;11;7322
1238;master;Himanshu Rai;2019;4;1;0;7320
1239;grandmaster;qrfaction;2018;5;3;2;7317
1240;expert;Adana ina;2018;0;1;1;7313
1241;expert;maze508;2021;0;0;2;7313
1242;expert;Kohei Shintani;2018;0;2;0;7312
1243;master;Panpan Zhou;2018;1;2;1;7306
1244;master;seefun;2017;1;6;5;7305
1245;expert;Youngno Yoon;2019;0;1;3;7303
1246;master;Kirill Brodt (shad nsk);2017;1;8;2;7298
1247;master;Mykhailo Matviiv;2018;2;2;4;7293
1248;master;Artur Ispiriants;2018;2;2;4;7293
1249;expert;xue tong;2020;2;0;0;7291
1250;expert;koji;2017;0;2;1;7288
1251;expert;noidea;2018;0;1;2;7288
1252;expert;JulienAudibert;2017;0;2;8;7279
1253;expert;Ming Pan;2017;0;2;3;7273
1254;expert;shiba;2019;0;4;1;7270
1255;expert;yoson;2018;0;3;3;7267
1256;expert;Abhishek Bhat;2019;1;0;1;7254
1257;expert;cjma;2014;0;3;4;7253
1258;expert;vialactea;2017;0;2;1;7248
1259;expert;Chandan Verma;2014;0;4;6;7240
1260;expert;InfiniteWing;2017;0;4;10;7232
1261;master;bobbqe;2017;1;3;6;7229
1262;master;Adam Chang;2018;1;3;7;7229
1263;master;Azat Akhtyamov;2015;1;3;1;7225
1264;expert;MA Junyi;2017;0;3;2;7218
1265;expert;Feng Xie;2018;1;0;1;7213
1266;expert;Darkhan Nurakhmetov;2016;0;12;1;7204
1267;expert;Adrian Iordache;2019;1;1;3;7201
1268;expert;danjafish;2018;0;6;3;7192
1269;expert;HDKIM;2011;0;11;14;7184
1270;expert;HarryQuake;2017;0;1;3;7182
1271;expert;zxyu;2018;0;3;2;7179
1272;expert;Xu Zhiyuan;2021;0;1;1;7179
1273;master;Ivan Sosin;2015;5;3;0;7173
1274;expert;Ken Konishi;2019;0;1;1;7172
1275;master;XingJian Lyu;2018;1;5;1;7170
1276;master;Frank Pan;2018;2;1;0;7168
1277;expert;erkut;2017;0;3;0;7167
1278;master;Schwert;2019;1;4;1;7161
1279;master;keita;2019;1;3;2;7154
1280;expert;Yousef Rabi;2019;0;2;2;7152
1281;expert;akensert;2019;0;5;2;7151
1282;master;DHZM;2017;1;4;0;7142
1283;master;Computer says no;2013;4;14;6;7132
1284;expert;takahashihideaki;2019;0;1;3;7132
1285;expert;TakT;2019;0;2;2;7131
1286;expert;Wicked AI;2018;2;0;0;7123
1287;expert;feymanpriv;2020;2;0;0;7123
1288;expert;Max Nygma;2019;0;1;4;7120
1289;expert;James Koh;2018;1;0;1;7112
1290;expert;pachi;2020;0;2;2;7104
1291;master;hughes@neutron;2019;1;2;0;7098
1292;expert;Yassine El Ouahidi;2019;0;1;2;7080
1293;expert;Alan Lahoud;2019;1;0;1;7076
1294;expert;dalatar;2020;0;0;3;7070
1295;expert;Madhav Mathur;2020;0;4;2;7068
1296;expert;dehokanta;2021;0;2;1;7063
1297;expert;yhchen2018;2018;0;0;4;7062
1298;expert;Robbie Manolache;2019;0;2;2;7052
1299;expert;Pondel;2017;2;0;0;7050
1300;expert;Dr. Amritpal Singh;2020;0;0;4;7044
1301;master;Dimosthenis Karaflos;2018;1;4;1;7033
1302;expert;M.Innat;2018;0;1;3;7032
1303;master;32343124;2021;1;3;1;7025
1304;expert;Mauro;2021;0;2;1;7019
1305;master;infinitezxc;2014;2;3;0;7015
1306;master;WispZero;2016;1;9;3;7013
1307;master;adsr;2013;1;3;0;7005
1308;expert;hawkey;2018;0;2;6;7004
1309;expert;shunya iida;2021;0;0;3;7004
1310;expert;Mykola Lavreniuk;2019;0;3;1;6997
1311;expert;UnfriendlyAI;2020;0;2;1;6993
1312;expert;William Cook;2019;1;0;1;6988
1313;expert;kambarakun;2015;0;1;4;6981
1314;master;Tung M Phung;2015;1;2;1;6980
1315;expert;Endi Niu;2015;0;6;7;6953
1316;expert;Wang Xinliang;2019;0;5;1;6952
1317;expert;kumapo;2019;0;2;0;6952
1318;expert;Takashi Tamura;2018;0;1;2;6935
1319;expert;Bach Ngo;2021;0;1;1;6932
1320;expert;CET666;2020;0;3;3;6926
1321;expert;Jaydeep;2017;0;2;0;6925
1322;master;Lam Dang;2015;4;1;2;6916
1323;expert;hukuda222;2018;0;2;0;6907
1324;expert;yukke42;2017;1;1;0;6897
1325;expert;ShuoZhang;2017;0;4;1;6882
1326;expert;Jonathan Besomi;2019;0;2;0;6876
1327;expert;ben7252;2021;0;1;2;6851
1328;expert;RS;2019;0;0;2;6839
1329;expert;Mohamad Merchant;2019;0;2;3;6837
1330;master;Ivan Batalov;2019;1;2;1;6836
1331;expert;aruaru0;2019;0;3;1;6835
1332;expert;susuky;2019;0;1;2;6832
1333;master;Manel;2016;2;15;1;6825
1334;master;YK;2018;1;5;0;6813
1335;expert;Himaeda;2020;0;2;0;6811
1336;master;Yifan Xie;2014;5;7;4;6808
1337;expert;Aleix López;2019;0;3;2;6807
1338;expert;Sachin Prabhu;2014;0;4;4;6806
1339;expert;Greg Hamel;2014;0;4;8;6804
1340;expert;taricchen;2021;0;4;2;6804
1341;expert;Yu Tsumura;2018;0;3;0;6800
1342;expert;Phiratath N.;2018;0;4;1;6792
1343;master;lucaskg;2017;2;6;5;6767
1344;expert;Krish Vanapalli;2019;0;0;2;6767
1345;expert;Darshan Patel;2019;0;0;3;6765
1346;expert;Thang Vu;2019;0;2;0;6763
1347;expert;Marius K;2019;1;1;1;6763
1348;expert;Mikhail Gurevich;2019;0;2;1;6758
1349;expert;??konita??;2019;0;0;2;6758
1350;expert;Woongbae;2019;0;3;0;6758
1351;master;Aleksei Solovev;2017;1;7;5;6753
1352;expert;Oscar Villarreal Escamilla;2020;0;3;1;6751
1353;expert;Tapioca;2018;0;2;6;6749
1354;expert;Satoshi_SsSs;2020;0;1;2;6737
1355;expert;M Kawamoto;2018;0;0;4;6731
1356;expert;Robin Hood;2018;0;2;0;6729
1357;expert;rw-nue;2018;0;0;2;6725
1358;expert;hrunic;2019;0;4;3;6714
1359;expert;oalenkin;2016;1;1;1;6713
1360;expert;Phat Tran;2019;0;2;1;6711
1361;expert;shigengtian;2018;0;3;1;6694
1362;master;Evgeny Kononenko;2017;1;4;0;6690
1363;master;RNA;2018;1;2;0;6685
1364;expert;Md Fahim;2019;0;0;2;6680
1365;expert;HOKAGE;2019;0;0;2;6677
1366;master;Andrew Lukyanenko;2017;1;5;7;6676
1367;master;Alex Parinov;2016;3;10;9;6674
1368;expert;seungeun07;2021;1;1;0;6666
1369;expert;Priyanshu Chaudhary;2020;0;2;1;6664
1370;expert;stephen bo;2021;1;1;0;6664
1371;expert;Mohammed Tayor;2016;0;3;3;6659
1372;expert;lukaszl;2018;0;5;3;6659
1373;expert;Miguel Toquero;2021;0;0;3;6653
1374;master;Dmitriy Umerenkov;2017;3;4;0;6650
1375;expert;A. Fischer;2018;2;0;0;6648
1376;expert;F. Fischer;2018;2;0;0;6648
1377;expert;Bcw93;2019;0;3;0;6648
1378;expert;Tucker Arrants;2020;0;2;2;6648
1379;expert;Basil;2018;1;1;2;6646
1380;expert;peanut;2018;1;1;0;6644
1381;master;Tonghui Li;2020;1;3;0;6642
1382;expert;limzero;2019;0;4;0;6635
1383;master;Feiyang Pan;2017;3;1;0;6626
1384;master;Mirek Bober;2017;3;3;0;6622
1385;expert;Manyu Li;2021;0;2;0;6620
1386;expert;??Taki Yu;2019;0;1;1;6618
1387;expert;HIROFUMI OHTA;2019;0;2;3;6612
1388;master;KALE;2016;3;5;7;6609
1389;expert;Youngin Kim;2020;1;0;1;6598
1390;expert;Alexey Filimonov;2016;0;1;1;6597
1391;master;Robin N;2019;2;2;0;6594
1392;master;XiaoyuYang;2017;1;5;4;6584
1393;expert;??????;2019;1;1;1;6577
1394;expert;Saurabh Kumar;2015;0;1;4;6569
1395;master;gege;2017;2;3;0;6568
1396;expert;Duong Anh Kiet;2021;0;2;0;6567
1397;master;JIANJIAN;2019;2;3;1;6563
1398;expert;Zunaed Rafi;2018;0;4;3;6562
1399;expert;sneffort;2017;0;2;4;6557
1400;master;Bram Steenwinckel;2017;1;2;0;6555
1401;expert;Aimyon;2019;0;1;4;6546
1402;expert;TK(TeamShiny);2021;0;0;2;6544
1403;expert;fkubota;2019;0;4;2;6540
1404;master;lli;2013;1;7;4;6535
1405;expert;Mintwater;2021;0;3;0;6534
1406;master;Philip Popien;2015;1;13;10;6530
1407;expert;Siman;2020;0;3;2;6529
1408;expert;ynhuhu;2019;0;2;1;6519
1409;expert;Kuo-Hsin Tu;2020;0;0;4;6519
1410;expert;jzyz;2018;0;2;0;6507
1411;expert;Atharva Ingle;2020;0;1;1;6497
1412;master;Chundi Liu;2017;4;1;1;6491
1413;expert;Max2020;2021;0;2;0;6488
1414;master;miguel perez;2014;2;2;4;6486
1415;expert;Clevert;2020;0;3;1;6482
1416;expert;Manjesh Gupta;2019;0;2;0;6481
1417;expert;taku_sid;2019;0;2;2;6479
1418;master;yama;2019;2;1;0;6477
1419;expert;Bryan Thogerson;2020;0;2;0;6475
1420;master;Lukasz Grad;2017;2;6;1;6470
1421;master;MaChaogong;2018;1;4;1;6456
1422;expert;Nihei;2019;0;2;2;6456
1423;expert;Can Alici;2021;1;1;1;6441
1424;expert;cocoinit23;2019;0;2;1;6436
1425;expert;gil fernandes;2013;0;1;1;6431
1426;expert;ria10;2019;0;2;1;6428
1427;expert;Artem Kravchuk;2018;0;4;2;6427
1428;expert;Shubham Thapa;2021;0;1;3;6426
1429;master;Arthur Stsepanenka;2018;4;9;6;6425
1430;master;Trent;2014;1;4;2;6423
1431;expert;Beluga;2021;0;2;2;6418
1432;expert;745H1N;2018;0;0;2;6417
1433;expert;Kiran Chaudhary;2021;0;1;4;6417
1434;expert;SCP-173;2017;1;0;1;6414
1435;expert;Tony;2018;0;2;0;6414
1436;expert;shipppp;2021;1;1;0;6410
1437;expert;michaln;2015;1;1;3;6398
1438;master;xia;2019;1;2;0;6398
1439;master;SAMEED;2017;3;2;0;6396
1440;expert;Ruchi Bhatia;2019;1;1;2;6393
1441;expert;ikeppyo;2017;0;1;1;6389
1442;expert;Berrie Z;2017;0;0;2;6379
1443;expert;Jungwoo Park;2019;0;3;2;6379
1444;expert;MF Alfafa;2020;0;2;3;6376
1445;expert;ayoan;2021;0;1;1;6371
1446;expert;Md. Masud Rana;2018;0;1;1;6370
1447;master;Oleksandr Mokin;2017;1;2;4;6364
1448;expert;musicbeer;2018;0;4;0;6350
1449;expert;Alexander Soare;2020;0;3;0;6345
1450;master;Eric Bouteillon;2018;2;4;2;6344
1451;expert;DiamondH;2021;0;2;0;6335
1452;expert;Saurav Maheshkar ??;2020;0;1;1;6332
1453;expert;Tony Y.;2015;0;5;7;6331
1454;expert;Ryan Epp;2018;0;3;1;6314
1455;expert;Ayush Goel;2019;0;1;2;6310
1456;expert;GreatAI;2021;0;3;0;6306
1457;expert;Ryota;2019;0;1;3;6297
1458;expert;Thian Liang;2014;0;3;4;6295
1459;expert;Mikhail Karchevskiy;2016;0;7;8;6293
1460;expert;kyoukuntaro;2019;0;1;2;6276
1461;expert;Akshat Gupta;2017;0;2;2;6269
1462;expert;KH;2020;0;2;0;6259
1463;expert;Vishy;2015;0;1;2;6258
1464;expert;Satya Krishna Gorti;2014;2;0;0;6247
1465;expert;Qingyao Shuai;2019;0;3;5;6246
1466;expert;Deep Chatterjee;2016;0;0;3;6236
1467;expert;Gilang Ardya;2017;0;1;6;6225
1468;master;Guillaume Huard;2014;3;5;1;6221
1469;expert;profilecore;2019;0;4;1;6221
1470;expert;Abdur Rahim;2020;0;2;0;6220
1471;expert;miaodeshui;2019;0;0;2;6216
1472;expert;Monojito;2020;0;1;4;6215
1473;expert;enddl22;2018;0;1;1;6210
1474;expert;Rajarshi Dey;2018;0;2;1;6205
1475;expert;kazuki;2019;0;3;0;6195
1476;expert;krsw;2019;0;4;0;6184
1477;grandmaster;Zach;2011;6;8;8;6181
1478;master;Pavel Tsai;2017;1;3;1;6173
1479;master;Li Chen;2018;1;2;2;6166
1480;expert;Ken Krige;2019;1;1;1;6158
1481;expert;Tyler Ransom;2014;0;2;0;6157
1482;expert;therealmathisk;2019;0;1;2;6156
1483;expert;mst8823;2021;0;3;0;6149
1484;master;Airsheng;2018;2;1;1;6142
1485;expert;Vladimir Boichenko;2016;0;3;8;6138
1486;expert;hrokamo;2020;0;0;2;6138
1487;expert;Lucas Bevilacqua;2018;0;1;3;6132
1488;expert;satoshi n;2020;0;1;2;6132
1489;expert;Nick Sarris;2015;0;7;4;6130
1490;expert;Yosuke Yoshida;2018;0;2;1;6125
1491;expert;David;2017;0;3;0;6116
1492;expert;Drzhuzhe;2020;0;1;1;6114
1493;expert;museas;2021;0;1;2;6112
1494;expert;Tong Hui Kang;2018;0;1;1;6110
1495;expert;sakaku;2019;0;1;1;6107
1496;expert;Cinthia Cristina Calchi Kleiner;2021;1;1;0;6105
1497;expert;Blu3s;2018;0;1;1;6096
1498;master;Andriy Yaroshevskiy;2018;1;2;2;6090
1499;expert;Georgi Pamukov;2017;0;5;2;6085
1500;expert;dan musetoiu;2018;0;0;2;6081
1501;expert;shirakia;2018;0;2;2;6069
1502;expert;GOSS;2018;0;3;1;6069
1503;master;Mike;2014;2;6;2;6063
1504;expert;syunsuke;2020;0;1;2;6063
1505;expert;Kuntal;2016;0;1;1;6056
1506;grandmaster;thousandvoices;2017;5;2;1;6056
1507;expert;Piotr Gabrys;2017;0;1;2;6055
1508;expert;samshipengs;2018;0;3;1;6055
1509;master;Andre Ye;2019;1;2;0;6050
1510;master;Andy;2020;1;2;0;6050
1511;expert;AmanKapoor;2016;0;5;7;6049
1512;expert;sharthZ#23;2018;0;5;2;6045
1513;master;Meyk;2018;1;6;5;6044
1514;expert;Eskender Dzhemadinov;2019;0;0;2;6044
1515;expert;uratatsu;2018;1;1;4;6039
1516;expert;Vladimir Fomenko;2016;0;3;2;6038
1517;expert;AlexLCH;2020;0;2;0;6025
1518;expert;Salaryman;2019;0;2;2;6019
1519;expert;wentixiaogege;2018;0;3;1;6011
1520;expert;Kostiantyn Isaienkov;2017;0;6;1;6006
1521;expert;tanuki;2020;0;1;2;6003
1522;master;Ivan Bagmut;2018;1;3;1;5996
1523;expert;M0T0;2019;0;2;1;5983
1524;expert;Leigh;2018;0;3;3;5976
1525;expert;TI;2016;0;2;10;5974
1526;expert;OneClickSimplify;2020;0;1;1;5974
1527;expert;nurit;2018;0;2;3;5971
1528;expert;JacobHP;2020;0;1;2;5966
1529;master;???;2021;1;2;2;5965
1530;expert;Zishun Yu;2018;0;2;1;5961
1531;expert;Zelin;2021;0;2;1;5951
1532;expert;qudade;2013;0;0;7;5947
1533;expert;Nandanam;2014;0;2;3;5946
1534;expert;Matt Morris;2015;0;2;0;5938
1535;master;nzholmes;2015;1;3;0;5932
1536;expert;Nishi yasu;2019;0;3;5;5932
1537;expert;SeaOtter;2018;0;8;2;5930
1538;expert;Ilya;2016;0;4;5;5921
1539;grandmaster;Anil Thomas;2011;10;7;9;5911
1540;master;PB;2020;1;2;3;5897
1541;master;Vladislav Shakhray;2018;2;2;1;5896
1542;expert;Old Potato;2021;0;2;0;5892
1543;expert;Chin;2019;0;1;1;5883
1544;grandmaster;Vlado Boza;2012;6;2;3;5882
1545;expert;Rookie Chen;2020;0;4;0;5879
1546;master;Tetyana Yatsenko;2017;1;2;8;5877
1547;expert;GUNER;2021;0;2;1;5876
1548;expert;Amil Gentili;2018;0;2;3;5871
1549;expert;SemionF;2020;0;1;1;5870
1550;master;abzaliev;2016;1;3;3;5868
1551;master;Euclidean;2016;1;4;0;5868
1552;expert;Ritesh Kumar;2021;0;1;1;5867
1553;expert;NMT Hi?u;2021;0;1;1;5861
1554;expert;Helen;2020;0;3;2;5856
1555;master;NighTurs;2015;2;3;1;5853
1556;expert;zeno;2018;0;5;1;5847
1557;expert;GO FOR IT;2018;0;3;4;5843
1558;expert;Jugal Marfatia;2019;0;2;3;5840
1559;expert;???????;2020;0;2;2;5840
1560;expert;Roman Weilguny;2020;0;1;5;5838
1561;expert;megner;2020;0;1;2;5836
1562;expert;Furkan Ömerustaoðlu;2021;0;2;1;5836
1563;expert;yang;2018;1;0;2;5835
1564;master;THLUO;2017;4;6;0;5833
1565;expert;mikkojkvaak;2018;0;3;4;5830
1566;expert;Chika Sasaki;2021;0;0;2;5830
1567;expert;Ppo;2019;1;0;1;5821
1568;expert;yao;2017;0;4;1;5820
1569;expert;Trigram;2020;0;0;2;5818
1570;expert;yuhai;2014;0;5;5;5811
1571;grandmaster;Faron;2014;15;5;3;5809
1572;expert;gouda;2019;0;0;2;5802
1573;expert;Tao_tsuchiya;2018;0;1;4;5801
1574;expert;YSasaki;2020;0;2;0;5799
1575;expert;Thu Nguyen;2021;0;2;0;5798
1576;master;Kevinrobot34;2018;1;4;1;5795
1577;expert;iamcalculating;2016;1;1;0;5793
1578;expert;Illidan7;2016;0;0;5;5792
1579;expert;Chenglu;2017;0;3;0;5792
1580;expert;aji-pandas;2020;0;2;2;5792
1581;master;Empty258;2019;1;2;1;5788
1582;expert;motono0223;2021;0;0;2;5786
1583;expert;Sumire;2018;0;2;3;5782
1584;expert;Tomoki Yoshida;2019;0;1;1;5782
1585;expert;Yann;2020;0;1;4;5768
1586;master;Davut Polat;2013;10;11;2;5767
1587;expert;Parth Dhameliya;2021;0;3;1;5766
1588;expert;Tarek Hamdi;2018;0;0;3;5765
1589;expert;TiffanyQ;2020;0;3;2;5765
1590;master;Farmár;2013;4;0;0;5764
1591;master;Ilia Denisov;2016;1;2;1;5759
1592;expert;Kuo.Su;2020;0;2;0;5748
1593;expert;Kalyan Kumar Pichuka;2018;0;2;1;5741
1594;expert;ktr;2018;0;5;2;5738
1595;expert;Vassily Baranov;2018;0;5;4;5737
1596;expert;MCOC;2013;0;2;3;5734
1597;expert;sinchir0;2019;0;2;3;5732
1598;master;Md Yasin Kabir;2018;2;3;3;5729
1599;expert;Sami;2020;0;1;1;5725
1600;expert;Oleg Kokorin;2020;0;1;1;5723
1601;expert;omallo;2018;0;2;1;5722
1602;expert;lang.huo;2019;0;3;1;5706
1603;master;Quan Qiu;2019;1;3;2;5705
1604;expert;Chiu Yu Hao;2020;0;0;2;5705
1605;expert;kalo;2020;0;0;4;5698
1606;master;Aditya Soni;2017;1;2;2;5693
1607;expert;William Green;2017;0;2;6;5690
1608;expert;sullining;2020;0;2;0;5689
1609;expert;physyuki;2019;0;2;5;5685
1610;expert;Welf Crozzo;2018;0;1;1;5670
1611;expert;ZhexinJiang;2021;0;0;2;5669
1612;expert;mooihi;2016;0;2;0;5668
1613;expert;FengLei Dou;2018;0;1;3;5665
1614;expert;Arav;2021;0;3;3;5665
1615;expert;Yosshi999;2018;0;0;3;5659
1616;master;Marcus Lin;2018;4;5;0;5655
1617;expert;DmitryKustikov;2017;0;4;3;5654
1618;expert;RomanKyrychenko;2016;0;1;3;5653
1619;expert;Quan Nguyen;2018;0;0;4;5647
1620;expert;Beta;2018;0;5;4;5636
1621;expert;gakki;2019;0;5;0;5636
1622;expert;JinwooWang;2019;0;2;0;5636
1623;expert;oct_path;2019;0;3;3;5634
1624;master;vinmuk;2019;1;2;4;5628
1625;expert;Narek Maloyan;2017;0;2;4;5627
1626;expert;fffrrt;2019;0;3;0;5624
1627;expert;OKA;2020;0;2;1;5612
1628;expert;dataista0 (Julián Peller);2017;0;1;1;5609
1629;expert;Paras Varshney;2020;0;2;1;5598
1630;expert;Erik M;2018;2;0;0;5595
1631;expert;Kshitij Mohan;2020;0;4;2;5592
1632;expert;Dave Lorenz;2019;1;1;1;5588
1633;expert;MG;2017;0;0;2;5587
1634;expert;BrutalLee;2019;0;3;0;5586
1635;expert;Siddharth Chandrakant;2014;0;9;10;5579
1636;expert;Uday Kumar Gurugubelli;2014;0;0;3;5579
1637;expert;GABA;2020;0;1;2;5563
1638;expert;domie;2015;0;1;3;5559
1639;expert;Adriano Marques;2017;0;2;2;5559
1640;master;takapt;2017;1;2;1;5535
1641;master;SongGL;2020;2;1;0;5529
1642;expert;Hoda;2019;0;0;2;5519
1643;expert;ditwoo;2016;0;2;3;5515
1644;expert;Tenich;2015;0;10;7;5514
1645;grandmaster;utility;2015;14;7;4;5513
1646;expert;hao4teady;2015;0;5;1;5513
1647;expert;alexx;2015;0;5;3;5502
1648;expert;Leonid Kozinkin;2016;0;7;6;5502
1649;expert;Jared Dean;2021;0;1;3;5502
1650;master;Nitin Datta;2019;1;2;1;5501
1651;expert;KKY;2018;0;2;3;5497
1652;master;Scizzzo;2017;1;4;2;5496
1653;expert;Sumit;2017;0;2;2;5495
1654;master;Shotaro Sano;2014;3;5;1;5493
1655;expert;Nawid Sayed;2019;2;0;0;5476
1656;expert;Alvaro;2019;0;3;1;5475
1657;master;cooleel;2018;1;5;1;5474
1658;expert;dodoli;2020;0;3;1;5465
1659;expert;Robson;2019;0;1;1;5464
1660;expert;VDA;2020;0;2;0;5448
1661;expert;SeungHo LEE;2019;0;4;1;5446
1662;expert;Pavitrakumar P;2015;0;1;7;5445
1663;expert;Taylor;2018;0;1;3;5445
1664;expert;hideya.uehara;2020;0;1;1;5439
1665;grandmaster;bobutis;2016;6;3;3;5437
1666;expert;rookie77;2021;1;0;1;5436
1667;expert;GreatGameDota;2020;0;2;1;5434
1668;expert;SimonWang;2018;0;2;0;5432
1669;expert;maliang;2019;0;0;2;5431
1670;expert;pramod;2019;0;2;3;5429
1671;expert;Yinghui Jiang;2017;0;4;2;5426
1672;expert;OverWhelmingFIT;2018;0;0;2;5426
1673;expert;Mehran Kazeminia;2020;0;0;3;5426
1674;expert;kuroyuli;2019;0;0;3;5425
1675;grandmaster;Yasser Tabandeh;2010;11;24;6;5422
1676;grandmaster;Jose A. R. Fonollosa;2013;6;3;0;5421
1677;expert;HELLO TANG;2019;2;0;0;5421
1678;expert;Rui Fun;2018;0;3;1;5419
1679;expert;Yunming Wang;2021;0;2;4;5418
1680;expert;takoihiroaki;2019;0;2;2;5416
1681;expert;LOVE BEER???;2019;0;2;1;5412
1682;expert;????;2016;0;3;3;5410
1683;master;Belinda Trotta;2013;1;5;2;5401
1684;expert;Ka Ho;2019;1;0;1;5397
1685;expert;zwl;2021;0;1;1;5392
1686;expert;katsu1110;2016;0;4;1;5391
1687;expert;talk is cheap;2021;0;3;0;5389
1688;expert;exotol;2019;0;0;2;5388
1689;expert;Iga Kakeru;2021;0;1;2;5388
1690;master;João Pedro Peinado;2017;1;3;5;5386
1691;expert;wgz123;2021;0;2;0;5386
1692;grandmaster;Stefan Stefanov;2011;5;6;6;5382
1693;expert;slime;2021;0;2;0;5381
1694;expert;good good study;2017;0;5;4;5377
1695;expert;Vladimir Zhuravlev;2019;0;2;0;5376
1696;master;jiujing2333;2017;2;3;1;5369
1697;master;Tom Aindow;2017;2;3;0;5369
1698;expert;Lu Bin Liu;2019;0;1;1;5362
1699;expert;zhangzhaobin;2020;0;1;3;5356
1700;master;Adilzhan Ismailov;2018;1;2;3;5348
1701;expert;oohara;2020;1;1;0;5345
1702;expert;Kaggoo;2017;0;2;4;5343
1703;expert;Vigneswaran Manoharan;2020;0;2;1;5343
1704;grandmaster;tks;2011;6;25;11;5341
1705;expert;Kazuhito00;2019;0;0;2;5337
1706;expert;Shivam;2020;0;3;1;5336
1707;expert;Last Scene;2019;0;1;3;5323
1708;expert;Dmitry Volkov;2016;0;8;4;5319
1709;expert;liuneng12;2020;0;3;0;5318
1710;expert;Kiran Kunapuli;2015;0;1;5;5310
1711;expert;vroom;2015;0;4;1;5300
1712;expert;Tamaki;2020;0;3;0;5300
1713;expert;Yusuf Engin Tetik;2015;0;5;2;5296
1714;expert;idroid;2017;0;2;0;5295
1715;expert;Mark Wijkhuizen;2020;0;1;3;5291
1716;expert;AshishSingh226;2021;0;0;2;5288
1717;grandmaster;Vladimir Iglovikov;2015;5;9;8;5285
1718;master;hklee;2017;1;2;1;5274
1719;expert;John Doge;2018;0;3;2;5274
1720;master;antklen;2015;1;13;5;5267
1721;expert;dodgervl;2016;0;3;0;5266
1722;master;Alexander Fritzler;2019;1;2;0;5264
1723;expert;alwayswannadie;2020;0;3;0;5260
1724;expert;3404;2020;0;0;2;5259
1725;expert;yuki;2018;0;3;1;5257
1726;expert;Paul_Fa;2020;0;1;3;5257
1727;expert;tmyoda;2021;0;1;1;5256
1728;expert;nnnnio_pppira;2018;0;7;0;5252
1729;expert;Yamanishi Toshiaki;2018;0;2;1;5250
1730;master;infzero;2017;4;6;0;5249
1731;expert;ds.wook;2020;0;1;2;5248
1732;expert;Oleg Knaub;2019;1;1;2;5245
1733;expert;Viktor Tiulpin;2018;0;5;2;5244
1734;expert;MasayaMatsuda;2018;0;1;2;5240
1735;expert;Laura Fink;2016;0;1;1;5234
